@@object,@@object_lifecycle_length,@@object_general_interaction_graph,@@ocel_lif_activity_A_Validating,@@ocel_lif_activity_A_Incomplete,@@ocel_lif_activity_W_Call incomplete files,@@ocel_lif_activity_A_Accepted,@@ocel_lif_activity_A_Concept,@@ocel_lif_activity_W_Validate application,@@ocel_lif_activity_W_Shortened completion ,@@ocel_lif_activity_O_Created,@@ocel_lif_activity_O_Returned,@@ocel_lif_activity_O_Sent (online only),@@ocel_lif_activity_A_Cancelled,@@ocel_lif_activity_W_Assess potential fraud,@@ocel_lif_activity_A_Pending,@@ocel_lif_activity_W_Call after offers,@@ocel_lif_activity_O_Create Offer,@@ocel_lif_activity_W_Personal Loan collection,@@ocel_lif_activity_W_Handle leads,@@ocel_lif_activity_A_Submitted,@@ocel_lif_activity_O_Refused,@@ocel_lif_activity_O_Sent (mail and online),@@ocel_lif_activity_A_Denied,@@ocel_lif_activity_A_Create Application,@@ocel_lif_activity_A_Complete,@@ocel_lif_activity_O_Cancelled,@@ocel_lif_activity_O_Accepted,@@ocel_lif_activity_W_Complete application,@@object_lifecycle_unq_act,cluster
 Offer_2026249109 Offer_1693895924 Application_53706288 Offer_485029809,34,6,2,2,2,1,1,2,0,6,1,0,0,0,1,2,3,0,0,1,0,1,0,1,1,4,2,1,25,1
 Application_642994054 Offer_184820020,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1544375846 Application_1400293382,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1084986511 Offer_762671715 Application_936240090,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Offer_1137295893 Offer_1706505542 Application_425516740,33,4,3,2,2,1,1,3,0,4,2,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,25,1
 Offer_884703008 Offer_2101064895 Application_554486326,30,4,2,2,2,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_933763277 Offer_489169866,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_260635392 Offer_1987507047 Offer_344214113,35,4,3,3,3,1,1,3,0,4,1,0,0,0,1,2,2,0,1,1,0,2,0,1,1,2,2,1,25,1
 Offer_415969119 Offer_122784084 Application_72294864,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_129823529 Offer_413783520,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_2018242966 Offer_1246819182 Offer_165239927,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_71540484 Offer_159296192 Offer_483828394,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,0,17,0
 Offer_1721140980 Offer_1977849437 Application_1360332664,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_2074047705 Offer_197697862,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_453427590 Offer_636122014,23,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_918402221 Offer_1743123272 Offer_2059150383,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Application_2009997839 Offer_1697004454 Offer_1754125758 Offer_1908799963,32,6,1,1,1,1,1,1,0,6,1,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,27,1
 Offer_1523665661 Application_495489073,19,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,19,0
 Application_2076729397 Offer_417629030 Offer_776496087 Offer_140367671,27,6,0,0,0,1,1,0,0,6,0,0,1,0,0,2,3,0,0,1,0,3,0,1,1,6,0,1,21,4
 Application_842227057 Offer_1373589714 Offer_1748408274,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_1217079506 Offer_164210747,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_717926172 Application_1135612114,23,2,2,2,2,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,0,19,5
 Offer_1567409318 Offer_298601757 Application_772782980,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_1906337896 Offer_991054787,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1798712982 Application_87811774,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1785673318 Application_994170286,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1159673576 Offer_734104858,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1605931329 Offer_923380495,21,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Offer_1675799938 Application_834958339,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1493062581 Application_524225454 Offer_103376618,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_1353944793 Offer_1978289409 Application_485567867 Offer_589198931 Offer_2119569390,47,8,3,3,3,1,1,3,0,8,2,1,0,0,1,2,4,0,0,1,0,3,0,1,1,6,2,1,31,2
 Application_712950422 Offer_955249652,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1987616880 Offer_1956713501 Offer_2053689861,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Offer_1703911211 Application_724099643,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_273258905 Offer_885010189,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1355603725 Offer_728209449 Offer_17421658,30,4,2,2,2,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1032207086 Application_905303516,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_2012845012 Offer_156873267 Application_275916200,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_489389643 Offer_1517010931,23,2,2,1,1,1,1,3,0,2,1,0,0,1,1,2,1,0,0,0,0,1,0,1,1,0,2,1,20,0
 Offer_561211723 Application_73780007,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1420447414 Offer_1370885487,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_704011971 Offer_958041508,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1884223282 Offer_1155414733 Application_1205317613 Offer_2123719260,53,6,6,6,6,1,1,6,0,6,2,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,28,2
 Offer_2033636268 Application_1266063301,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_276032943 Offer_2041139714 Offer_777285607,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Application_908162786 Offer_58731841,25,2,3,2,2,1,1,3,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,5
 Offer_1626141911 Application_787472721,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_634640665 Offer_697433642 Offer_1764224251,28,4,2,1,1,1,1,2,0,4,2,0,0,0,0,2,2,0,0,0,4,2,1,1,1,0,0,1,23,4
 Offer_768733066 Application_971453594,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_112338697 Offer_195735071 Offer_412107378,24,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,22,4
 Application_473510768 Offer_922964156,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1991000839 Offer_1179906207,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1151703611 Offer_1060562129,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1872419959 Offer_29599709,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_172263181 Offer_1297626530,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,0,14,3
 Offer_1500909747 Application_1100923574,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1321937438 Application_1045823875,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1385602368 Application_1943145469,25,2,3,2,2,1,1,3,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,5
 Offer_160320034 Offer_396427746 Application_654711632,26,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_504099693 Application_204040056,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_2049346502 Offer_414102296,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_1581333752 Offer_785519733,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_491995216 Application_1223346952 Offer_565816174 Offer_1551261622,30,6,1,1,1,1,1,1,0,6,1,0,0,0,1,2,3,0,0,0,0,2,0,1,1,4,2,1,25,1
 Offer_1713522586 Offer_1397507053 Offer_1785586685 Application_140532189,27,6,0,0,0,1,1,0,0,6,0,0,1,0,0,2,3,0,0,1,0,3,0,1,1,6,0,1,21,4
 Application_1939215595 Offer_1893149841,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_199414376 Offer_267154956 Application_268099517 Offer_908615929 Offer_1489282198,41,8,2,2,2,1,1,2,0,8,1,0,0,0,1,2,4,0,0,0,0,4,0,1,1,6,2,1,29,1
 Offer_91862367 Application_900169893 Offer_1566122575,34,4,3,3,3,1,1,3,0,4,2,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,24,1
 Offer_399787946 Application_1290027081,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_2052500677 Offer_1113253463,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1923926049 Application_603543740 Offer_589612999,28,4,2,2,2,1,1,2,0,4,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,22,4
 Offer_1848655086 Offer_1734333822 Application_1075108328 Offer_1006405416,30,6,1,1,1,1,1,1,0,6,1,1,0,0,1,2,3,0,0,0,0,1,0,1,1,4,2,1,25,1
 Application_904577400 Offer_525158144,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1740345802 Application_894147543,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_674337491 Application_1260314497,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_1224276686 Offer_1522790771,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1717037689 Offer_659119331,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_759260956 Application_80028517,22,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,0
 Application_1988576361 Offer_1263589300,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_1219660597 Offer_1702468253,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_2074742722 Offer_175345067,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1002961837 Offer_664907219 Offer_1335677644 Offer_2098245979 Offer_1861972916,44,8,3,2,2,1,1,3,0,8,1,0,0,0,1,2,4,0,0,1,0,4,0,1,1,6,2,1,30,2
 Offer_2031403649 Application_1635252169,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_452755695 Application_1993385704,26,2,3,2,2,1,1,3,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,5
 Application_1060240430 Offer_1120722006,20,2,2,1,1,1,1,2,0,2,0,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,18,0
 Application_491239496 Offer_883234058,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1797181089 Application_141430358,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_762891839 Application_874076579,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_2100030409 Application_1510226718,21,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Offer_1083557936 Application_2141432503,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Application_78786276 Offer_1697979393,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_877790321 Offer_1582368953,19,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,19,0
 Application_553050461 Offer_343222504,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_177611812 Offer_1181036576,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_913457474 Offer_1132692618,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_2125164892 Application_890418181,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_303859835 Offer_819688744 Application_400033749,29,4,2,1,1,1,1,2,0,4,2,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,24,4
 Offer_1264323326 Application_211023085 Offer_1702774099,30,4,2,2,2,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_897289138 Offer_492757634,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_572917575 Offer_1564457445,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1592873834 Offer_1232524569,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1232645495 Offer_532139036,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1556895219 Offer_2004778108,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_601584106 Offer_482709834 Offer_1399030725,27,4,2,1,1,1,1,2,0,4,1,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,23,4
 Offer_410168190 Application_1663335005 Offer_1659762129,24,4,1,0,0,1,1,1,0,4,2,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,22,4
 Offer_1427628251 Application_1474270845,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1086103078 Application_1999187497,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_2106083287 Offer_1125663552,19,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,0
 Application_188710799 Offer_1374312919,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_2071855678 Application_1667206692,18,2,1,0,0,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,18,0
 Application_1626355218 Offer_1946030364 Offer_1295327964,23,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,0,0,4,2,1,1,1,0,0,1,20,4
 Offer_1974186780 Application_1975895085,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1687087924 Offer_1688836384,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1631260182 Application_1036317008,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_535771661 Offer_2067918287 Offer_1661991042,35,4,3,3,3,1,1,3,0,4,2,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,25,1
 Application_1978831126 Offer_1902677960,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_819824590 Offer_1009367748,16,2,0,0,0,1,1,0,0,2,0,0,1,1,0,2,1,0,0,0,0,1,0,1,1,2,0,2,15,3
 Offer_623714280 Application_605062251,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1041894120 Application_1040163465,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1254754311 Offer_2102966814,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_515023383 Application_1679569134,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1613835444 Offer_80723509 Offer_457425440 Offer_1145095611 Offer_134039309,36,8,1,0,0,1,1,1,0,8,1,1,0,0,0,2,4,0,0,1,4,3,1,1,1,4,0,1,28,1
 Offer_452399658 Application_574500271,20,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,20,0
 Application_1244373099 Offer_2031746870,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_1425508093 Offer_2065337763 Offer_631899741,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Application_956677231 Offer_495564930,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_505370344 Offer_434252093,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1335792057 Offer_1078763512 Offer_906039548,24,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,22,4
 Offer_71848933 Application_179760118,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_438725698 Application_529212589 Offer_1280680320,30,4,2,2,2,1,1,2,0,4,2,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,24,4
 Offer_560505269 Application_1642837861,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_626206907 Offer_315007461 Application_811251555,31,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,23,1
 Application_1975819852 Offer_350372923,19,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,0
 Offer_60224202 Offer_1498915735 Application_318566185 Offer_267749413 Offer_634959261 Offer_289803091,45,10,2,1,1,1,1,2,0,10,1,0,0,0,1,2,5,0,0,0,0,5,0,1,1,8,2,1,32,2
 Application_1644913907 Offer_349853444,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1979038815 Offer_121032018,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_815516414 Application_1605988098 Offer_482606218,25,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,1,1,0,2,0,1,1,2,2,1,23,4
 Offer_1296324480 Application_1829333594,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1038197284 Application_26410828,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1608206447 Offer_1709200464 Offer_811995343,28,4,2,1,1,1,1,2,0,4,1,0,0,0,0,2,2,0,0,1,4,2,1,1,1,0,0,1,23,4
 Offer_1814066754 Application_1831068372,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1331999502 Offer_1923163206,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1684132908 Offer_377530068,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_812661774 Offer_1471357805,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_1968219291 Application_889580394,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_564767878 Offer_1885959620 Offer_1362941080 Offer_2045414216,31,6,1,1,1,1,1,1,0,6,1,0,0,0,1,2,3,0,0,0,0,3,0,1,1,4,2,1,26,1
 Application_509763524 Offer_1272661065,29,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,5
 Offer_2090909349 Offer_1320622245 Application_949948255,32,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Application_166072087 Offer_1857786055,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,17,0
 Offer_1599595547 Application_533688408,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_801232179 Application_318986510,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_951852068 Application_1463307023,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1113638665 Offer_34582162,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_1174151930 Application_1047117595 Offer_2105219714,32,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Offer_1736010776 Application_193801347,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_356399420 Application_1906584253,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_2047183078 Offer_1965675442,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1576685596 Application_1701993832,27,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,5
 Offer_523859624 Application_2024261695,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_1392695197 Offer_588582261,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_62949017 Application_1703306016 Offer_629928368,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Application_809736242 Offer_391627663 Offer_1891577429,31,4,2,2,2,1,1,2,0,4,2,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,25,4
 Application_1134285154 Offer_238073945,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_979531367 Application_960114937,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_2086905767 Offer_992317729,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_546939502 Offer_1504875948,23,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_1295740769 Offer_1342031582,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
