@@object,@@object_lifecycle_length,@@object_general_interaction_graph,@@ocel_lif_activity_A_Validating,@@ocel_lif_activity_A_Incomplete,@@ocel_lif_activity_W_Call incomplete files,@@ocel_lif_activity_A_Accepted,@@ocel_lif_activity_A_Concept,@@ocel_lif_activity_W_Validate application,@@ocel_lif_activity_W_Shortened completion ,@@ocel_lif_activity_O_Created,@@ocel_lif_activity_O_Returned,@@ocel_lif_activity_O_Sent (online only),@@ocel_lif_activity_W_Assess potential fraud,@@ocel_lif_activity_W_Call after offers,@@ocel_lif_activity_O_Create Offer,@@ocel_lif_activity_W_Personal Loan collection,@@ocel_lif_activity_W_Handle leads,@@ocel_lif_activity_A_Submitted,@@ocel_lif_activity_O_Refused,@@ocel_lif_activity_O_Sent (mail and online),@@ocel_lif_activity_A_Denied,@@ocel_lif_activity_A_Create Application,@@ocel_lif_activity_A_Complete,@@ocel_lif_activity_O_Cancelled,@@ocel_lif_activity_W_Complete application,@@object_lifecycle_unq_act,cluster
 Application_671352149 Offer_1157804396,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_1243007973 Offer_162392672,-0.4035087719298246,-1.0,0.0,0.2000000000000001,0.2000000000000001,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_495796607 Offer_2039366679,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1016677937 Offer_1981634301 Application_894324950 Offer_1943770624 Offer_899811374,-0.1578947368421053,-0.25,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.25,-0.3333333333333333,-1.0,-1.0,0.0,-0.25,-1.0,-1.0,-1.0,-0.4285714285714285,-0.1428571428571429,-1.0,-1.0,1.0,-0.3333333333333333,-0.75,0.0,1
 Application_1903023122 Offer_583845280,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Application_1964585643 Offer_826149166,-0.543859649122807,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,2
 Application_276356968 Offer_605338185,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1594363171 Application_1722230762,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-0.3333333333333333,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-1.0,-0.375,2
 Offer_604822771 Application_749231890,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Offer_251135176 Application_5850515,-0.4736842105263158,-1.0,0.0,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-1.0,-0.4375,5
 Offer_1416868136 Application_1066126238,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_1923816913 Application_340390465,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_756120450 Application_749173937,-0.4035087719298246,-1.0,0.0,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,5
 Application_2127679401 Offer_2009291461,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1659426702 Application_1108138981,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Application_1262448227 Offer_836534520,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_2126285413 Offer_1108466892 Offer_202652424,-0.543859649122807,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,1
 Application_1337522327 Offer_343371539,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_2119316094 Application_1272466781 Offer_1885263869,-0.543859649122807,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,1
 Offer_1458523575 Application_1277462178,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_321199033 Application_47882237,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Application_1269614744 Offer_1538129338,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_1914860267 Application_338801507,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Offer_315876797 Offer_100744323 Application_379265653,-0.4736842105263158,-0.75,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.25,3
 Application_2099367250 Offer_1988627621,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Offer_1845207254 Application_2109299500,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Application_1667550025 Offer_1666566419,-0.6140350877192983,-1.0,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,2
 Application_586839753 Offer_893477435,-0.2982456140350877,-1.0,0.3333333333333332,0.2000000000000001,0.2000000000000001,-1.0,-1.0,0.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,5
 Application_1369363942 Offer_147160439 Offer_423285846,-0.5087719298245614,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-1.0,-0.4285714285714286,-1.0,-1.0,1.0,-0.3333333333333333,-0.75,-0.25,3
 Application_971536653 Offer_1612135189,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_1698904770 Application_1054841023,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-1.0,-0.4375,2
 Application_1358494607 Offer_826165556,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_1421260446 Offer_2021267033,-0.4736842105263158,-1.0,0.0,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_2071393336 Application_1676255292,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_1537435818 Offer_46368148 Offer_959069117,-0.543859649122807,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,1
 Offer_2114976453 Application_1200057798,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Offer_990620904 Application_1579079181,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_2142863124 Offer_873830236,-0.8245614035087719,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.6875,0
 Offer_622059474 Application_1320433447,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Application_1223246120 Offer_486372762,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_995855801 Offer_1609318662,-0.6491228070175439,-1.0,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Application_103779859 Offer_317702347,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1782405564 Offer_902272128 Application_1042283919,-0.368421052631579,-0.75,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.1875,3
 Application_796183815 Offer_1074082881 Offer_958181519,-0.4035087719298246,-0.75,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.25,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-1.0,-0.3125,3
 Application_1366807547 Offer_125154103,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_1561876938 Application_2104095290,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_382616482 Offer_629439119,-0.4736842105263158,-1.0,0.0,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-1.0,-0.4375,5
 Offer_1651457151 Application_265293321,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_1186682952 Offer_1994607333 Offer_204747291,-0.368421052631579,-0.75,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-0.75,-0.3333333333333333,-0.6666666666666667,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.1875,3
 Offer_1884416860 Application_49725499,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Offer_1695928884 Application_913188566 Offer_1157202353,-0.2982456140350877,-0.75,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-0.75,0.3333333333333332,-1.0,-1.0,0.0,-0.75,-1.0,-0.5,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.0625,3
 Offer_1486893486 Application_1058149338,-0.3333333333333332,-1.0,0.3333333333333332,0.2000000000000001,0.2000000000000001,-1.0,-1.0,0.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_1142811473 Application_2135089873,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_98684084 Offer_383370201,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_1094641102 Application_569238520,-0.6491228070175439,-1.0,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Offer_224715067 Application_176979331,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_1235053807 Offer_1307944441,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1924920369 Application_1348648361 Offer_1743883093,-0.368421052631579,-0.75,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.1875,3
 Application_2077112716 Offer_1908957385,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1483314563 Application_139258943,-0.6140350877192983,-1.0,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,2
 Application_1084464148 Offer_1289965870,-0.3333333333333332,-1.0,0.3333333333333332,0.2000000000000001,0.2000000000000001,-1.0,-1.0,0.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_1212760797 Offer_1269897598,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_1375014183 Application_1659557378,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Offer_332832090 Application_286552024,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_576154741 Offer_1263905368 Offer_912402067,-0.5087719298245614,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,3
 Application_46379480 Offer_1798804824,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Application_709410136 Offer_2132051246,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_591083870 Application_1672160937 Offer_970171836 Offer_814422455,-0.3333333333333332,-0.5,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.5,-0.3333333333333333,-1.0,-1.0,0.0,-0.5,-1.0,-1.0,1.0,-0.4285714285714285,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,-1.0,-0.1875,3
 Offer_859662865 Application_841781311,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_340321174 Offer_1512828726 Offer_1298482259,-0.1929824561403508,-0.75,0.0,0.2000000000000001,0.2000000000000001,-1.0,-1.0,-0.25,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-1.0,-0.25,5
 Offer_1169387027 Application_1736195967,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_2097081505 Offer_784103925,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_1655498722 Application_406935386,-0.5087719298245614,-1.0,-0.3333333333333333,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,5
 Offer_1515114823 Application_1988979828,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Application_1789934601 Offer_615472648,-0.2631578947368422,-1.0,0.3333333333333332,0.2000000000000001,0.2000000000000001,-1.0,-1.0,0.0,-1.0,-1.0,-0.3333333333333333,-1.0,-0.3333333333333333,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,5
 Application_1852627843 Offer_79564984 Offer_1635149906,-0.5087719298245614,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,3
 Offer_1387528941 Application_328433912,-0.2982456140350877,-1.0,0.3333333333333332,0.2000000000000001,0.2000000000000001,-1.0,-1.0,0.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,5
 Offer_1209766867 Application_1184861719,-0.4736842105263158,-1.0,0.0,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
